Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,item_missing_flag,price_missing_flag,quantity_missing_flag,total_missing_flag,discount_missing_flag
TXN_8957827,CUST_22,Computers and electric accessories,Item_17_CEA,29,2,58,Cash,Online,21-11-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5665870,CUST_24,Beverages,Item_2_BEV,6.5,3,19.5,Digital Wallet,Online,10-06-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4197095,CUST_03,Milk Products,Item_2_MILK,6.5,3,19.5,Credit Card,In-store,19-08-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8713672,CUST_04,Patisserie,Item_15_PAT,26,5,130,Credit Card,In-store,17-09-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8950168,CUST_08,Computers and electric accessories,Item_5_CEA,11,4,44,Cash,Online,17-08-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6217772,CUST_20,Milk Products,Item_5_MILK,11,5,55,Credit Card,Online,24-03-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4292272,CUST_14,Beverages,Item_14_BEV,24.5,5,122.5,Cash,Online,14-06-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3750711,CUST_17,Food,Item_20_FOOD,33.5,9,301.5,Cash,In-store,30-06-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9315594,CUST_25,Butchers,Item_13_BUT,23,2,46,Credit Card,In-store,22-07-2024,No,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_6122892,CUST_12,Patisserie,Item_15_PAT,26,9,234,Credit Card,In-store,12-01-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7660150,CUST_06,Food,Item_4_FOOD,9.5,10,95,Digital Wallet,In-store,17-08-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1633301,CUST_02,Computers and electric accessories,Item_7_CEA,14,1,14,Digital Wallet,Online,05-11-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5986903,CUST_05,Butchers,Item_3_BUT,8,3,24,Digital Wallet,Online,26-07-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7858668,CUST_24,Patisserie,Item_11_PAT,20,10,200,Cash,Online,14-09-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1484633,CUST_20,Butchers,Item_16_BUT,27.5,3,82.5,Digital Wallet,Online,23-03-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7780286,CUST_05,Beverages,Item_24_BEV,39.5,10,395,Credit Card,Online,14-09-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4748839,CUST_06,Furniture,Item_20_FUR,33.5,4,134,Digital Wallet,In-store,22-07-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7864253,CUST_08,Computers and electric accessories,Item_17_CEA,29,1,29,Digital Wallet,In-store,11-03-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9864806,CUST_24,Milk Products,Item_16_MILK,27.5,7,192.5,Cash,Online,04-06-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9014477,CUST_08,Food,Item_21_FOOD,35,7,245,Credit Card,In-store,29-07-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6900244,CUST_15,Beverages,Item_24_BEV,39.5,6,237,Cash,In-store,25-06-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8557302,CUST_02,Furniture,Item_7_FUR,14,6,84,Digital Wallet,In-store,26-03-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4070908,CUST_07,Food,Item_14_FOOD,24.5,6,147,Digital Wallet,In-store,24-12-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3226549,CUST_15,Computers and electric accessories,Item_12_CEA,21.5,3,64.5,Cash,In-store,21-12-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4176280,CUST_16,Food,Item_17_FOOD,29,4,116,Cash,In-store,27-02-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3604276,CUST_09,Butchers,Item_22_BUT,36.5,3,109.5,Cash,In-store,09-02-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9231727,CUST_23,Food,Item_1_FOOD,5,6,30,Cash,Online,10-09-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8324311,CUST_09,Electric household essentials,Item_13_EHE,23,6,138,Credit Card,Online,19-09-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3031477,CUST_18,Butchers,Item_19_BUT,32,8,256,Digital Wallet,Online,03-01-2025,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9569469,CUST_08,Beverages,Item_25_BEV,41,8,328,Digital Wallet,Online,12-02-2024,Not Applicable,TRUE,TRUE,FALSE,FALSE,TRUE
TXN_2615090,CUST_04,Patisserie,Item_16_PAT,27.5,4,110,Cash,Online,02-08-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7406153,CUST_18,Computers and electric accessories,Item_7_CEA,14,5,70,Digital Wallet,Online,10-08-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5710740,CUST_16,Butchers,Item_23_BUT,38,10,380,Digital Wallet,Online,25-04-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7013242,CUST_24,Electric household essentials,Item_25_EHE,41,8,328,Digital Wallet,In-store,07-11-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5984900,CUST_14,Food,Item_24_FOOD,39.5,6,237,Cash,Online,12-08-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5116993,CUST_04,Furniture,Item_21_FUR,35,9,315,Digital Wallet,Online,21-05-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9501320,CUST_24,Beverages,Item_11_BEV,20,8,160,Credit Card,Online,14-07-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3701082,CUST_14,Electric household essentials,Item_15_EHE,26,10,260,Digital Wallet,In-store,26-08-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8747801,CUST_12,Butchers,Item_6_BUT,12.5,7,87.5,Digital Wallet,In-store,29-06-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3734067,CUST_21,Beverages,Item_7_BEV,14,8,112,Credit Card,In-store,24-11-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4583596,CUST_10,Food,Item_11_FOOD,20,6,120,Digital Wallet,In-store,04-03-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4114856,CUST_09,Furniture,Item_6_FUR,12.5,5,62.5,Credit Card,In-store,06-02-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8181223,CUST_01,Beverages,Item_21_BEV,35,9,315,Cash,In-store,23-09-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8493109,CUST_07,Food,Item_20_FOOD,33.5,1,33.5,Cash,Online,21-03-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8927647,CUST_15,Patisserie,Item_12_PAT,21.5,6,129,Cash,Online,20-01-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7049983,CUST_15,Beverages,Item_19_BEV,32,6,192,Digital Wallet,Online,07-02-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3632878,CUST_13,Milk Products,Item_13_MILK,23,10,230,Cash,Online,20-11-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7515524,CUST_16,Furniture,Item_1_FUR,5,3,15,Digital Wallet,Online,16-10-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9090630,CUST_22,Patisserie,Item_12_PAT,21.5,7,150.5,Cash,In-store,03-02-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2486150,CUST_23,Furniture,Item_16_FUR,27.5,9,247.5,Cash,In-store,30-04-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9872413,CUST_21,Food,Item_20_FOOD,33.5,8,268,Digital Wallet,In-store,22-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1978695,CUST_22,Patisserie,Item_23_PAT,38,9,342,Cash,Online,23-09-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2987168,CUST_17,Computers and electric accessories,Item_7_CEA,14,3,42,Cash,In-store,07-04-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9845980,CUST_13,Patisserie,Item_4_PAT,9.5,5,47.5,Digital Wallet,Online,13-05-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6415917,CUST_24,Butchers,Item_12_BUT,21.5,10,215,Cash,In-store,10-03-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3659154,CUST_06,Beverages,Item_23_BEV,38,10,380,Digital Wallet,In-store,02-09-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1189082,CUST_23,Beverages,Item_3_BEV,8,1,8,Credit Card,In-store,03-06-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8023340,CUST_14,Butchers,Item_22_BUT,36.5,8,292,Cash,Online,04-10-2023,Yes,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_7809540,CUST_18,Computers and electric accessories,Item_20_CEA,33.5,6,201,Credit Card,Online,25-09-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2686535,CUST_24,Computers and electric accessories,Item_20_CEA,33.5,2,67,Cash,Online,16-03-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2494013,CUST_01,Patisserie,Item_25_PAT,41,1,41,Credit Card,Online,12-10-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9331528,CUST_23,Electric household essentials,Item_19_EHE,32,4,128,Cash,Online,22-12-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1619861,CUST_19,Butchers,Item_7_BUT,14,8,112,Cash,In-store,07-04-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9261258,CUST_05,Milk Products,Item_7_MILK,14,9,126,Credit Card,Online,02-03-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9045446,CUST_15,Butchers,Item_12_BUT,21.5,7,150.5,Digital Wallet,Online,16-01-2025,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7310262,CUST_09,Butchers,Item_20_BUT,33.5,10,335,Credit Card,Online,12-04-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2985156,CUST_15,Furniture,Item_6_FUR,12.5,6,75,Digital Wallet,Online,30-01-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5652811,CUST_21,Milk Products,Item_16_MILK,27.5,2,55,Cash,Online,14-07-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9429383,CUST_22,Furniture,Item_20_FUR,33.5,7,234.5,Digital Wallet,In-store,30-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7187427,CUST_25,Electric household essentials,Item_2_EHE,6.5,6,39,Digital Wallet,Online,26-05-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_5690221,CUST_06,Food,Item_22_FOOD,36.5,1,36.5,Digital Wallet,In-store,06-10-2022,Yes,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_5428176,CUST_03,Patisserie,Item_24_PAT,39.5,3,118.5,Cash,Online,12-03-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7955724,CUST_08,Milk Products,Item_6_MILK,12.5,10,125,Credit Card,In-store,23-03-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3119039,CUST_13,Furniture,Item_1_FUR,5,5,25,Digital Wallet,In-store,13-07-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9235569,CUST_18,Patisserie,Item_6_PAT,12.5,6,75,Credit Card,In-store,01-10-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7030551,CUST_18,Patisserie,Item_13_PAT,23,10,230,Cash,In-store,18-10-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9036387,CUST_01,Beverages,Item_2_BEV,6.5,7,45.5,Cash,In-store,03-10-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7366633,CUST_18,Beverages,Item_20_BEV,33.5,8,268,Digital Wallet,Online,23-07-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9324731,CUST_14,Milk Products,Item_8_MILK,15.5,1,15.5,Digital Wallet,In-store,08-08-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2165107,CUST_17,Electric household essentials,Item_17_EHE,29,10,290,Digital Wallet,Online,10-11-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4804748,CUST_19,Patisserie,Item_14_PAT,24.5,5,122.5,Cash,In-store,10-06-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6039236,CUST_13,Food,Item_14_FOOD,24.5,10,245,Credit Card,In-store,31-01-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7755532,CUST_19,Computers and electric accessories,Item_7_CEA,14,5,70,Credit Card,In-store,20-04-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4955324,CUST_17,Butchers,Item_25_BUT,41,6,246,Digital Wallet,In-store,10-01-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9610207,CUST_04,Furniture,Item_10_FUR,18.5,2,37,Cash,In-store,05-04-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6216918,CUST_20,Patisserie,Item_22_PAT,36.5,8,292,Cash,In-store,07-07-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7565200,CUST_05,Milk Products,Item_13_MILK,23,8,184,Credit Card,Online,09-12-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4497756,CUST_21,Patisserie,Item_18_PAT,30.5,4,122,Digital Wallet,Online,18-06-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9074150,CUST_16,Beverages,Item_22_BEV,36.5,1,36.5,Cash,Online,05-02-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3839456,CUST_20,Furniture,Item_24_FUR,39.5,10,395,Cash,Online,10-01-2025,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3561701,CUST_02,Food,Item_25_FOOD,41,7,287,Credit Card,In-store,30-01-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3330864,CUST_05,Furniture,Item_6_FUR,12.5,10,125,Cash,Online,03-02-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2698076,CUST_19,Food,Item_3_FOOD,8,7,56,Digital Wallet,Online,17-11-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8463034,CUST_02,Electric household essentials,Item_13_EHE,23,9,207,Credit Card,Online,30-09-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9292794,CUST_09,Food,Item_12_FOOD,21.5,2,43,Cash,In-store,04-10-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7065551,CUST_04,Butchers,Item_8_BUT,15.5,5,77.5,Digital Wallet,In-store,09-02-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6139701,CUST_18,Food,Item_25_FOOD,41,9,369,Digital Wallet,Online,30-05-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7959866,CUST_06,Computers and electric accessories,Item_5_CEA,11,8,88,Cash,In-store,29-03-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4299688,CUST_24,Beverages,Item_22_BEV,36.5,9,328.5,Credit Card,In-store,30-11-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7904311,CUST_14,Beverages,Item_8_BEV,15.5,10,155,Credit Card,Online,04-06-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2314426,CUST_23,Electric household essentials,Item_1_EHE,5,9,45,Cash,Online,21-07-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4287690,CUST_11,Beverages,Item_13_BEV,23,3,69,Digital Wallet,In-store,08-12-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9952907,CUST_09,Food,Item_22_FOOD,36.5,1,36.5,Credit Card,Online,18-10-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3135491,CUST_18,Milk Products,Item_23_MILK,38,7,266,Credit Card,Online,16-03-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1350756,CUST_24,Beverages,Item_8_BEV,15.5,2,31,Digital Wallet,In-store,07-10-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6865143,CUST_09,Butchers,Item_20_BUT,33.5,3,100.5,Digital Wallet,Online,29-07-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7540068,CUST_14,Electric household essentials,Item_8_EHE,15.5,4,62,Digital Wallet,In-store,12-06-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_1377584,CUST_19,Food,Item_17_FOOD,29,4,116,Digital Wallet,In-store,29-09-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4789450,CUST_21,Computers and electric accessories,Item_7_CEA,14,3,42,Digital Wallet,In-store,18-11-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9271504,CUST_02,Butchers,Item_23_BUT,38,3,114,Digital Wallet,Online,26-05-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3297916,CUST_25,Beverages,Item_20_BEV,33.5,1,33.5,Credit Card,In-store,15-06-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8624218,CUST_16,Beverages,Item_11_BEV,20,8,160,Cash,Online,03-08-2022,No,TRUE,TRUE,FALSE,FALSE,FALSE
TXN_4055867,CUST_14,Milk Products,Item_6_MILK,12.5,10,125,Credit Card,Online,11-11-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4835761,CUST_12,Butchers,Item_15_BUT,26,5,130,Credit Card,In-store,19-06-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8229653,CUST_03,Butchers,Item_18_BUT,30.5,7,213.5,Digital Wallet,Online,16-09-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3792062,CUST_14,Butchers,Item_20_BUT,33.5,10,335,Cash,Online,17-06-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9113601,CUST_14,Food,Item_14_FOOD,24.5,6,147,Cash,In-store,07-04-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4925908,CUST_02,Electric household essentials,Item_7_EHE,14,10,140,Credit Card,Online,04-02-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4934703,CUST_12,Computers and electric accessories,Item_19_CEA,32,1,32,Cash,Online,25-11-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9256189,CUST_20,Butchers,Item_15_BUT,26,2,52,Cash,Online,09-09-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8232819,CUST_05,Butchers,Item_20_BUT,33.5,2,67,Digital Wallet,Online,19-08-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2904791,CUST_13,Patisserie,Item_4_PAT,9.5,4,38,Cash,In-store,01-06-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4135051,CUST_01,Patisserie,Item_11_PAT,20,3,60,Credit Card,Online,24-03-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9643714,CUST_09,Food,Item_25_FOOD,41,9,369,Digital Wallet,Online,13-03-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_7450962,CUST_19,Butchers,Item_12_BUT,21.5,10,215,Cash,Online,30-01-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2525392,CUST_04,Computers and electric accessories,Item_15_CEA,26,4,104,Credit Card,Online,15-11-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1383415,CUST_01,Beverages,Item_1_BEV,5,9,45,Digital Wallet,Online,30-12-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3463769,CUST_02,Milk Products,Item_2_MILK,6.5,1,6.5,Digital Wallet,Online,01-11-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_3625111,CUST_02,Patisserie,Item_16_PAT,27.5,6,165,Digital Wallet,Online,04-02-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_5312362,CUST_09,Furniture,Item_1_FUR,5,4,20,Credit Card,In-store,06-12-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8282608,CUST_14,Milk Products,Item_20_MILK,33.5,10,335,Digital Wallet,Online,22-12-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4864903,CUST_10,Food,Item_12_FOOD,21.5,4,86,Credit Card,Online,19-08-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4495427,CUST_06,Milk Products,Item_15_MILK,26,8,208,Cash,Online,04-04-2024,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8384866,CUST_03,Milk Products,Item_2_MILK,6.5,8,52,Cash,In-store,24-06-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8570954,CUST_16,Electric household essentials,Item_19_EHE,32,9,288,Cash,In-store,23-04-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2573050,CUST_11,Computers and electric accessories,Item_10_CEA,18.5,9,166.5,Credit Card,Online,11-10-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6706381,CUST_22,Butchers,Item_6_BUT,12.5,10,125,Credit Card,Online,15-08-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_4399717,CUST_16,Milk Products,Item_2_MILK,6.5,2,13,Credit Card,In-store,15-12-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2547094,CUST_02,Electric household essentials,Item_12_EHE,21.5,6,129,Cash,Online,09-05-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1187419,CUST_22,Butchers,Item_20_BUT,33.5,5,167.5,Credit Card,Online,03-02-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1245067,CUST_21,Food,Item_18_FOOD,30.5,1,30.5,Credit Card,Online,15-08-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6902800,CUST_24,Beverages,Item_22_BEV,36.5,4,146,Credit Card,Online,17-08-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4829772,CUST_19,Butchers,Item_3_BUT,8,6,48,Cash,Online,01-09-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3149790,CUST_12,Butchers,Item_20_BUT,33.5,7,234.5,Credit Card,In-store,11-01-2025,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1900258,CUST_16,Food,Item_3_FOOD,8,2,16,Credit Card,In-store,16-06-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5969269,CUST_04,Beverages,Item_19_BEV,32,8,256,Cash,In-store,29-07-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9553069,CUST_03,Butchers,Item_25_BUT,41,9,369,Cash,In-store,24-07-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6096878,CUST_20,Food,Item_1_FOOD,5,2,10,Credit Card,Online,02-01-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5611269,CUST_23,Patisserie,Item_24_PAT,39.5,4,158,Credit Card,Online,08-08-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5814096,CUST_01,Patisserie,Item_9_PAT,17,3,51,Digital Wallet,In-store,08-08-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9996372,CUST_25,Computers and electric accessories,Item_11_CEA,20,2,40,Digital Wallet,Online,11-11-2024,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6450930,CUST_21,Beverages,Item_8_BEV,15.5,9,139.5,Digital Wallet,Online,06-12-2023,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7510339,CUST_07,Computers and electric accessories,Item_22_CEA,36.5,7,255.5,Cash,Online,09-08-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_8615825,CUST_19,Furniture,Item_25_FUR,41,1,41,Credit Card,Online,20-03-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4854448,CUST_13,Milk Products,Item_5_MILK,11,3,33,Credit Card,In-store,25-04-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_3228310,CUST_18,Furniture,Item_24_FUR,39.5,6,237,Cash,Online,07-05-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_9423173,CUST_08,Food,Item_11_FOOD,20,6,120,Credit Card,In-store,12-07-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_9224384,CUST_10,Food,Item_4_FOOD,9.5,6,57,Credit Card,In-store,23-06-2023,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_4489065,CUST_22,Beverages,Item_22_BEV,36.5,4,146,Digital Wallet,Online,16-08-2024,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_8930302,CUST_14,Butchers,Item_22_BUT,36.5,5,182.5,Cash,In-store,08-07-2022,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1334745,CUST_05,Patisserie,Item_25_PAT,41,4,164,Digital Wallet,In-store,24-06-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_5862349,CUST_19,Milk Products,Item_19_MILK,32,6,192,Credit Card,In-store,08-01-2025,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_7250843,CUST_10,Patisserie,Item_23_PAT,38,1,38,Credit Card,In-store,27-06-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6948660,CUST_21,Computers and electric accessories,Item_19_CEA,32,5,160,Cash,In-store,12-12-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_2246570,CUST_21,Patisserie,Item_23_PAT,38,9,342,Cash,In-store,11-06-2022,No,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_2537089,CUST_16,Computers and electric accessories,Item_18_CEA,30.5,10,305,Credit Card,Online,11-03-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_1432829,CUST_21,Milk Products,Item_15_MILK,26,9,234,Credit Card,In-store,16-08-2023,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE
TXN_6030366,CUST_17,Furniture,Item_2_FUR,6.5,6,39,Digital Wallet,In-store,30-11-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
TXN_6979245,CUST_13,Electric household essentials,Item_5_EHE,11,4,44,Cash,In-store,08-05-2022,Yes,FALSE,FALSE,FALSE,FALSE,FALSE
